"docid"	"author"	"title"	"inferreddate"	"latestcomp"	"firstpub"	"allcopiesofwork"	"copiesin25yrs"	"gender"	"nationality"	"earlyedition"	"lastname"	"imprint"	"recordid"	"norton"	"heath"	"nortonshort"	"mostdiscussed"	"preregistered"	"reviewed"	"contrast4reviewed"	"bestseller"
"uiuo.ark+=13960=t4jm2n11m"	"Edwards, Amelia Ann Blanford"	"Half a million of money ;"	1866	1866	1866	4	4	"f"	"uk"	"True"	"Edwards"	"London;Tinsley;1866."	6130878	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t6154zd7b"	"Edwards, Amelia Ann Blanford"	"Half a million of money ;"	1866	1866	1866	4	4	"f"	"uk"	"True"	"Edwards"	"London;Tinsley;1866."	6130878	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"njp.32101066696376"	"[Anderson, I. H.]"	"Patriotism at home;"	1866	1866	1866	2	2			"True"	"Anderson"	"Boston;William V. Spencer;1866."	7651332	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433084128267"	"Riddell, J. H"	"Maxwell Drewitt"	1866	1866	1866	2	1	"f"	"uk"	"True"	"Riddell"	"New York;Harper;1866."	8667634	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433082170592"	"Arnold, Augustus C. L"	"The signet of King Solomon; or, The freemason's daughter"	1866	1866	1866	2	2	"m"	"us"	"True"	"Arnold"	"New York;Masonic Publishing and Manufacturing Co.;1866."	8663291	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t8rb7005b"	"Charles, Elizabeth Rundle"	"Winifred Bertram and the world she lived in"	1866	1866	1866			"f"	"uk"		"Charles"	"New York;M. W. Dodd;1866."	6501713	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t3jw86z32"	"Optic, Oliver"	"Haste and waste;"	1866	1866	1866	1	1	"m"	"us"	"True"	"Optic"	"Boston;Lee & Shepard;1868, c1866."	7667763	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"dul1.ark+=13960=t5x64812v"	"Skene, Felicia"	"Hidden depths"	1866	1866	1866	2	2	"f"	"uk"	"True"	"Skene"	"Edinburgh;Edmonston and Douglas;1866."	10945360	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uva.x000722401"	"Goodwin, H. B"	"Sherbrooke"	1866	1866	1866	2	2	"f"	"us"	"True"	"Goodwin"	"New York;D. Appleton;1866."	7660320	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t7wm1z13v"	"Viles, Edward"	"Blueskin"	1866	1866	1866	2	2	"m"	"uk"	"True"	"Viles"	"London;Harrison;1866-67?"	8718454	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t2b85k82p"	"Chorley, Henry Fothergill"	"A prodigy"	1866	1866	1866	3	3	"m"	"uk"	"True"	"Chorley"	"London;Chapman and Hall;1866."	8722563	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nc01.ark+=13960=t8z89qp4f"	"McLeod, Isabella"	"Westfield"	1866	1866	1866	1	1	"f"	"uk"	"True"	"McLeod"	"Edinburgh;Edmonston and Douglas;1866."	10940279	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t5p84469b"	"Evans, Augusta J."	"St. Elmo"	1896	1866	1866						"Evans"		7658507	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nc01.ark+=13960=t6252110d"	"Optic, Oliver"	"The Yankee middy"	1866	1866	1866	1	1	"m"	"us"	"True"	"Optic"	"Lee and Shepard;1866."	10940309	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433075762322"	"Wood, Ellen"	"Elster's folly"	1866	1866	1866	2	1	"f"	"uk"	"True"	"Wood"	"Philadelphia;T.B. Peterson;1866."	8668562	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101068970753"	"Buntline, Ned"	"The beautiful nun"	1866	1866	1866	1	1	"m"	"us"	"True"	"Buntline"	"Philadelphia;T.B. Peterson;1866"	8975789	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433075762694"	"Trollope, Anthony"	"The Belton estate"	1866	1866	1866	1	1	"m"	"uk"	"True"	"Trollope"	"New York;Harper & Brothers;1866."	8667890	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t0ms4059d"	"Armstrong, F. C"	"Our blue jackets, afloat and ashore"	1866	1866	1866	3	3	"m"	"uk"	"True"	"Armstrong"	"London;T.C. Newby;1866."	8722095	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t8pc3nw52"	"Yates, Edmund Hodgson"	"Land at last"	1866	1866	1866	3	3	"m"	"uk"	"True"	"Yates"	"London;Chapman and Hall;1866."	8720885	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t0bv85013"	"Yates, Edmund Hodgson"	"Land at last"	1866	1866	1866	3	3	"m"	"uk"	"True"	"Yates"	"London;Chapman and Hall;1866."	8720885	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074871488"	"Tytler, Sarah"	"Days of yore"	1866	1866	1866			"f"	"uk"		"Tytler"	"Boston;Ticknor and Fields;1860."	7683021	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t4bp0r84h"	"Whyte-Melville, G. J"	"Cerise"	1901	1866	1866			"m"	"uk"		"Whyte-Melville"	"London;W. Thacker;Calcutta;Thacker, Spink;1901."	7683677	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t1dj5fc10"	"Ritchie, Anne Thackeray"	"The village on the cliff"	1867	1867	1867	4	4	"f"	"uk"	"True"	"Ritchie"	"London;Smith, Elder;1867."	7691435	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t7tm7kz9z"	"Fullom, S. W"	"Time will tell;"	1868	1867	1867	3	3	"m"	"uk"	"True"	"Fullom"	"London;R. Bentley;1868."	8723809	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433076061112"	"Warfield, Catherine Ann Ware"	"The romance of Beauseincourt"	1867	1867	1867	1	1	"f"	"us"	"True"	"Warfield"	"New York;G.W. Carleton & Co.;London;S. Low, Son & Co.;1867."	8660475	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433082530654"	"Eyster, Nellie Blessing"	"On the wing"	1868	1867	1867	1	1	"f"	"us"	"True"	"Eyster"	"Philadelphia;D. Ashmead;1868."	8654872	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.b3321961"	"Broughton, Rhoda,"	"Cometh up as a flower"	1867	1867	1867	5	5	"f"		"True"	"Broughton"	"London;Richard Bentley;1867."	7915092	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nc01.ark+=13960=t3mw2v80v"	"De Forest, John William"	"Miss Ravenel's conversion from secession to loyalty"	1867	1867	1867	3	1	"m"	"us"	"True"	"De"	"New York;Harper & Brothers;1867."	10939004	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015006969649"	"Kemble, Adelaide"	"A week in a French country-house"	1903	1867	1867			"f"	"uk"		"Kemble"	1903	1911351	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t3gx4tb63"	"Kirkus, William"	"Only to be married"	1867	1867	1867	3	3	"m"	"uk"	"True"	"Kirkus"	"London;Tinsley Brothers;1867."	8722031	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nc01.ark+=13960=t6k07hg1b"	"Castlemon, Harry"	"Frank on the lower Mississippi"	1868	1867	1867			"m"	"us"		"Castlemon"	"Philadelphia;Porter & Coates;1868"	8968403	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.b4109141"	"Edwards, Amelia Ann Blanford"	"Norwood;"	1868	1868	1868			"f"	"uk"		"Edwards"	"New York;C. Scribner & Company;Cleveland;Ingham & Bragg;1868."	114757	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t4gm82m68"	"Alcott, Louisa May,"	"Little women;"	1868	1868	1868			"f"	"us"		"Alcott"		1421435	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b3123856"	"Houstoun"	"Sink or swim?"	1868	1868	1868	3	3	"f"	"uk"	"True"	"Houstoun"	"London;Tinsley brothers;1868."	6104625	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t3pv7527f"	"Tabor, Eliza"	"Jeanie's quiet life"	1868	1868	1868	4	4	"f"	"uk"	"True"	"Tabor"	"London;Hurst and Blackett;1868."	8720742	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t7zk5np7c"	"Blaze de Bury, Marie Pauline Rose"	"All for greed"	1868	1868	1868	2	2	"f"	"uk"	"True"	"Blaze"	"London;Virtue and Co., 26, Ivy Lane; New York: Virtue and Yorston;New York.;1868."	8718032	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015065326558"	"Turgenev, Ivan Sergeevich"	"The brigadier"	1907	1868	1868			"m"	"russian"		"Turgenev"	"New York;Scribner;1907, c1904"	9792625	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t50g48799"	"Lever, Charles James"	"The Bramleighs of Bishop's Folly"	1868	1868	1868			"m"	"ir"		"Lever"	"London;Smith, Elder;1868."	6502421	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b250117"	"Lever, Charles James"	"The Bramleighs of Bishop's Folly"	1868	1868	1868			"m"	"ir"		"Lever"	"London;Smith, Elder;1868."	6502421	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b250115"	"Lever, Charles James"	"The Bramleighs of Bishop's Folly"	1868	1868	1868			"m"	"ir"		"Lever"	"London;Smith, Elder;1868."	6502421	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nc01.ark+=13960=t9f48335q"	"Dickinson, Anna E"	"What answer?"	1869	1868	1868			"f"	"us"		"Dickinson"	"Boston;Fields, Osgood, & Co.;1869."	5946380	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015019783763"	"MacDonald, George"	"Robert Falconer"	1868	1868	1868	9	7	"m"	"uk"	"True"	"MacDonald"	"London;Hurst and Blackett;1868."	629962	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t2r50508t"	"MacDonald, George"	"Robert Falconer"	1868	1868	1868	9	7	"m"	"uk"	"True"	"MacDonald"	"London;Hurst and Blackett;1868."	629962	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t3vt1xh6t"	"Capes, J. M"	"The mosaic-worker's daughter"	1868	1868	1868	3	3	"m"	"uk"	"True"	"Capes"	"London;R. Bentley;1868."	8721688	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074858089"	"Helps, Arthur"	"Realmah"	1869	1869	1869	3	3	"m"	"uk"	"True"	"Helps"	"Boston;Roberts Brothers;1869."	4050187	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t3st7kr2j"	"Hemyng, Bracebridge"	"Held in thrall"	1869	1869	1869	1	1	"m"	"uk"	"True"	"Hemyng"	"London;C.H. Clarke;1869"	7688891	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101065841254"	"Scudder, Horace Elisha"	"Stories from my attic"	1876	1869	1869	4	4	"m"	"us"	"True"	"Scudder"	"New York;Hurd and Houghton;1876."	9244901	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t5q81d957"	"Jerrold, Blanchard"	"Cent per cent"	1869	1869	1869	2	2	"m"	"uk"	"True"	"Jerrold"	"London;J. C. Hotten;1869"	6130969	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101068972775"	"Lawrence, George A"	"Anteros"	1871	1869	1869	1	1	"m"	"uk"	"True"	"Lawrence"	"New York;Harper & Bros.;1871."	8975912	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"njp.32101064632746"	"Sikes, Wirt"	"One poor girl"	1869	1869	1869	1	1	"m"	"us"	"True"	"Sikes"	"Philadelphia;J.B. Lippincott & Co.;1869."	9245338	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"wu.89098011976"	"Berriedale"	"Unforgiven"	1869	1869	1869						"Berriedale"	"New York;T.W. Brown;1869."	5946349	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t8sb4459b"	"Wood, Henry,"	"Roland Yorke"	1895	1869	1869						"Wood"		7695160	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433074940838"	"Blackmore, R. D"	"Lorna Doone"	1886	1869	1869	25	14	"m"	"uk"	"True"	"Blackmore"	"London|S. Low, Marston, Searle, and Rivington|1886"	8663855	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"
"nyp.33433075752299"	"Speight, T. W"	"Under lock and key"	1869	1869	1869	2	1	"m"	"uk"	"True"	"Speight"	"Philedelphia;Turner brothers & co.;c1869"	8667875	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433082548342"	"Griswold, F. Burge"	"May"	1869	1869	1869	1	1	"f"	"us"	"True"	"Griswold"	"Boston;Warren and Blakeslee;1869"	8654797	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"pst.000002028088"	"Harte, Bret"	"The luck of roaring camp : The outcasts of Poker Flat ; [and] Tennessee's partner"	1916	1869		3	2			"True"	"Harte"	"San Francisco, Calif.;Book Club of San Francisco;1916."	6672990	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"
"nyp.33433075807978"	"Droz, Gustave"	"Around a spring"	1873	1869	1869			"m"	"french"		"Droz"	"New York;Holt;1873."	7658037	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t3cz3kz69"	"Gibbon, Charles"	"Robin Gray"	1869	1869	1869	3	3	"m"	"uk"	"True"	"Gibbon"	"London;Blackie & Son;1869."	8722955	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t0pr8g01w"	"McCarthy, Justin"	"My enemy's daughter"	1869	1869	1869	6	5	"m"	"uk"	"True"	"McCarthy"	"London;Tinsley brother;1869."	8721745	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t4zg79m6r"	"McCarthy, Justin"	"My enemy's daughter"	1869	1869	1869	6	5	"m"	"uk"	"True"	"McCarthy"	"London;Tinsley brother;1869."	8721745	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"pst.000002028088"	"Harte, Bret"	"The luck of Roaring Camp"	1869	1869	1869			"m"	"us"		"Harte"	"Boston;New York;Houghton Mifflin company;1869]."	7025385	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t1tf0gc73"	"Veitch, Sophie F. F"	"Wise as a serpent"	1869	1869	1869	3	3	"f"	"uk"	"True"	"Veitch"	"London;Bentley;1869."	8724311	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101067707925"	"Benedict, Frank Lee"	"Miss Van Kortland"	1874	1870	1870	1	1	"m"	"us"	"True"	"Benedict"	"New York;Harper & Brothers;1874."	8964924	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nnc1.cu55529143"	"Bradford, O. K"	"Mystery explained; or, Additional evidence"	1870	1870	1870	1	1	"m"	"us"	"True"	"Bradford"	"Boston;J.E. Farwell & Company;1870."	8428966	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t0qr5b28p"	"Leigh, Alfred"	"Maud Atherton"	1870	1870	1870	2	2	"m"	"uk"	"True"	"Leigh"	"London;J. Blackwood;187-"	8721488	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t2j67fx2g"	"Disraeli, Benjamin"	"Lothair"	1870	1870	1870			"m"	"uk"		"Disraeli"	"London;Longmans, Green, and co.;1870."	473280	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b4102284"	"Taylor, Winifred"	"Rupert Rochester, the banker's son"	1870	1870	1870	3	3			"True"	"Taylor"	"New York;J. Bradburn;1864."	6154994	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t53f4mh08"	"Bradley, Mary E"	"A wrong confessed is half redressed"	1870	1870	1870			"f"	"us"		"Bradley"	"Boston;Lee and Shepard;1871, c1870."	7653713	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433082523873"	"Alcott, Louisa May"	"an old-fashioned girl"	1870	1870	1870	3	2	"f"	"us"	"True"	"Alcott"	"Boston;Roberts brothers;1870."	1421444	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t6sx69c95"	"Wood, Ellen"	"Bessy Rane"	1870	1870	1870	4	4	"f"	"uk"	"True"	"Wood"	"London;R. Bentley;1870."	7693922	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433082174727"	"Clemmer, Mary"	"Eirene;"	1871	1870	1870			"f"	"us"		"Clemmer"	"New York;G. P. Putnam & sons;1871."	7650389	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074857800"	"Neil, Ross"	"The heir expectant"	1870	1870	1870	1	1	"f"	"uk"	"True"	"Neil"	"New York;Harper & Bros.;1870."	8668991	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t6d21xm9t"	"Disraeli, Benjamin"	"Lothair"	1870	1870	1870	14	8	"m"	"uk"	"True"	"Disraeli"	"London;Longmans, Green, and co.;1870."	473280	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t0ks6ps96"	"Disraeli, Benjamin"	"Lothair"	1870	1870	1870			"m"	"uk"		"Disraeli"	"London;Longmans, Green, and co.;1870."	473280	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nc01.ark+=13960=t1gh9wn1r"	"Chaplin, Jane Dunbar"	"Out of the wilderness"	1870	1870	1870			"f"	"us"		"Chaplin"	"Boston;H.A. Young & Co.;1870."	8917085	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b799928"	"Swift, John Franklin"	"Robert Greathouse"	1878	1870	1870	1	1	"m"	"us"	"True"	"Swift"	"New York;Carleton;San Francisco;A. Roman & Co.;1878."	7939769	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433075936462"	"Jenkins, Edward"	"Ginx's baby"	1870	1870	1870	2	2	"m"	"uk"	"True"	"Jenkins"	"London;Strahan;1870."	8677652	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b3578514"	"Ainsworth, William Harrison"	"Mervyn Clithero"	1870	1870	1870			"m"	"uk"		"Ainsworth"	"London;New York;G. Routledge;187-?"	6678111	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433082170949"	"Aldrich, Thomas Bailey,"	"The story of a bad boy"	1877	1870	1870	8	5	"m"	"us"	"True"	"Aldrich"	"London [etc.;G. Routledge and Sons;1877"	8663138	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433075761985"	"Smart, Hawley"	"A race for a wife"	1870	1870	1870	1	1	"m"	"uk"	"True"	"Smart"	"New York;D. Appleton & Co.;1870."	8670086	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433008143475"	"Stretton, Hesba"	"Nelly's dark days"	1870	1870	1870			"f"	"uk"		"Stretton"	"Glasgow;Scottish Temperance League;London;Houlston & Sons; and W. Tweedie;Edinburgh;John Menzies & Co.;1870."	8597246	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t39z9hj0v"	"Author of No appeal"	"Gerald Hastings of Barton"	1870	1870	1870	3	3	"u"		"True"	"Author"	"London;Chapman and Hall;1863."	8719233	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t85h7tm7r"	"Bothmer, Marie"	"Strong hands and steadfast hearts"	1870	1870	1870	3	3	"f"	"uk"	"True"	"Bothmer"	"London;Tinsley Brothers, 18 Catherine St. Strand;1870."	8723569	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101045671649"	"Dickens, Charles,"	"The mystery of Edwin Drood"	1876	1870	1870			"m"	"uk"		"Dickens"	"London;Chapman and Hall;Philadelphia;Lippincott;1876."	9793535	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uiuo.ark+=13960=t4rj5462f"	"Yates, Edmund Hodgson"	"Dr. Wainwright's patient"	1871	1871	1871	3	3	"m"	"uk"	"True"	"Yates"	"London;Chapman and Hall;1871."	8719394	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"njp.32101069165684"	"Edwards, C. R"	"A story of Niagara"	1871	1871	1871	1	1	"m"	"us"	"True"	"Edwards"	"New York;International Pub. Co.;1871."	8978410	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t8hd8hf4s"	"Yates, Edmund Hodgson"	"Dr. Wainwright's patient"	1871	1871	1871	3	3	"m"	"uk"	"True"	"Yates"	"London;Chapman and Hall;1871."	8719394	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t5fb4z81t"	"Greey, Edward"	"Blue jackets"	1871	1871	1871			"m"	"uk"		"Greey"	"J.E. Tilton & co.;1871."	6608314	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t5db83h0b"	"Parr, Louisa Taylor"	"Dorothy Fox"	1872	1871	1871	2	1	"f"	"uk"	"True"	"Parr"	"Leipzig;Bernhard Tauchnitz;1872."	7695411	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b3321706"	"Black, William,"	"A daughter of Heth"	1871	1871	1871			"m"	"uk"		"Black"	"London;Sampson Low, Marston Low, & Searle;1871."	7914999	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433074808670"	"Brotherhead, Alfred P[axton]"	"Himself his worst enemy"	1871	1871	1871	2	2			"True"	"Brotherhead"	"Philadelphia;J. P. Lippincott & Co.;1871."	7652706	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b809207"	"Harris, Miriam Coles"	"Richard Vandermarck"	1871	1871	1871	4	3	"f"	"us"	"True"	"Harris"	"New York;C. Scribner;1871"	7939028	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t3gx4pc1g"	"Fenn, George Manville"	"By birth a lady"	1871	1871	1871	3	3	"m"	"uk"	"True"	"Fenn"	"London;Tinsley;1871."	8718540	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t2x35dr9t"	"Scott, Geo. G"	"Clumber chase; or, Love's riddle solved by a royal sphinx"	1871	1871	1871	3	3	"m"	"uk"	"True"	"Scott"	"London;T. Cautley Newby;1871."	8718933	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433034394472"	"Ward, Elizabeth Stuart Phelps"	"The gates ajar; or, A glimpse into heaven"	1871	1871	1871			"f"	"us"		"Ward"			"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t99606c4g"	"Pomeroy, John"	"The Scandinavian ring. A novel"	1871	1871	1871	3	3	"m"	"uk"	"True"	"Pomeroy"	"London;Tinsley Brothers;1871."	8723059	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t9w09kf0m"	"Marryat, Florence"	"The prey of the gods"	1871	1871	1871	3	3	"f"	"uk"	"True"	"Marryat"	"London;R. Bentley;1871."	8722503	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uva.x030765011"	"Poynter, E. Frances"	"My little lady"	1873	1871	1871			"f"	"uk"		"Poynter"	"New York;Holt & Williams;1873."	9780146	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t7cr5nx0k"	"Eggleston, Edward"	"The Hoosier school-master"	1871	1871	1871	10	4	"m"	"us"	"True"	"Eggleston"	"New York;Orange Judd;c1871."	1027313	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t73v07t79"	"Yates, Edmund Hodgson"	"Dr. Wainwright's patient"	1871	1871	1871	3	3	"m"	"uk"	"True"	"Yates"	"London;Chapman and Hall;1871."	8719394	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t3610xb6c"	"Harbert, Lizzie Boynton"	"Out of her sphere"	1871	1871	1871	1	1	"f"	"us"	"True"	"Harbert"	"Des Moines;Mills & Co.;1871."	7660985	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t3bz6fw2n"	"Bell, Emily Ernst"	"A first appearance"	1871	1871	1871	3	3	"f"	"uk"	"True"	"Bell"	"London;Hurst and Blackett;1872 [i. e. 1871"	8719779	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"wu.89098014699"	"Chesebro', Caroline"	"The foe in the household"	1871	1871	1871	2	2	"f"	"us"	"True"	"Chesebro'"	"Boston;J. R. Osgood;1871."	5946416	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t48p5zc15"	"Volckhausen, Adeline"	"Why did he not die?, or, The Child from the Ebräergang"	1871	1871	1871	2	1	"f"	"german"	"True"	"Volckhausen"	"Philadelphia;J.B. Lippincott;1871."	7676229	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433076079544"	"Hazlett, Helen"	"The heights of Eidelberg"	1871	1871	1871	1	1	"f"	"us"	"True"	"Hazlett"	"Philadelphia;Claxton, Remsen & Haffelfinger;1871."	8659857	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.49015002676170"	"Alger, Horatio"	"Paul the peddler"	1871	1871	1871	1	1	"m"	"us"	"True"	"Alger"	"Rahway, N. J.;Mershon Co.;pref. 1871]."	4541085	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nc01.ark+=13960=t8mc9bp1c"	"De Forest, John William"	"Overland"	1871	1871	1871	2	2	"m"	"us"	"True"	"De"	"New York;Sheldon;1871."	8659219	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015047749448"	"Alcott, Louisa May,"	"Little men"	1871	1871	1871			"f"	"us"		"Alcott"	"Boston;Roberts Brothers;1871."	1113050	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"dul1.ark+=13960=t1fj34z1f"	"Lytton, Edward Bulwer Lytton"	"The coming race"	1871	1871	1871	3	3	"m"	"uk"	"True"	"Lytton"	"Edinburgh;London;W. Blackwood and sons;1871."	10943835	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074896105"	"McLain, Mary Webster"	"Daisy Ward's work"	1871	1871	1871	1	1			"True"	"McLain"	"New York;Dodd, Mead & Co.;c1871"	8669399	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
